1687851049452|155|statement|connection 1|url jdbc:mysql://121.5.25.174:3307/dy_base?allowMultiQueries=true&useUnicode=true&characterEncoding=UTF-8&useSSL=false&serverTimezone=Asia/Shanghai&zeroDateTimeBehavior=convertToNull&allowPublicKeyRetrieval=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1689413261638|41|statement|connection 10|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = ?)|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = '555237904384')
1689413261685|43|statement|connection 10|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = ?)|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = '447268130816')
1689413261737|49|statement|connection 10|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = ?)|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = '3075444183040')
1689413261799|59|statement|connection 10|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = ?)|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = '281140137984')
1689413261860|60|statement|connection 10|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status FROM dy_truck_type WHERE id=? |SELECT id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status FROM dy_truck_type WHERE id='347502415872' 
1689413261921|58|statement|connection 10|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = ?)|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = '1786949799936')
1689413988083|92|statement|connection 12|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT COUNT(1) FROM dy_truck_type WHERE (status = ?)|SELECT COUNT(1) FROM dy_truck_type WHERE (status = 1)
1689413988083|93|statement|connection 13|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT COUNT(1) FROM dy_truck WHERE (status = ?)|SELECT COUNT(1) FROM dy_truck WHERE (status = 1)
1689413988125|41|statement|connection 12|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status  FROM dy_truck_type     WHERE (status = ?) LIMIT ?,?|SELECT  id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status  FROM dy_truck_type     WHERE (status = 1) LIMIT 0,10
1689413988134|50|statement|connection 13|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,fleet_id,brand,license_plate,allowable_load,allowable_volume,status  FROM dy_truck     WHERE (status = ?) ORDER BY id DESC LIMIT ?,?|SELECT  id,truck_type_id,fleet_id,brand,license_plate,allowable_load,allowable_volume,status  FROM dy_truck     WHERE (status = 1) ORDER BY id DESC LIMIT 0,10
1689413988169|41|statement|connection 12|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (truck_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (truck_type_id = '347502415872')
1689413988205|68|statement|connection 13|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status FROM dy_truck_type WHERE id=? |SELECT id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status FROM dy_truck_type WHERE id='8567713304576' 
1689413988221|50|statement|connection 12|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (truck_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (truck_type_id = '8356106473472')
1689413988264|41|statement|connection 12|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (truck_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (truck_type_id = '8567713304576')
1689413988270|63|statement|connection 13|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = ?)|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = '970796961792')
1689413988324|52|statement|connection 13|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status FROM dy_truck_type WHERE id=? |SELECT id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status FROM dy_truck_type WHERE id='8356106473472' 
1689413988374|49|statement|connection 13|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = ?)|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = '555237904384')
1689413988427|49|statement|connection 13|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = ?)|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = '447268130816')
1689413988497|66|statement|connection 13|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = ?)|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = '3075444183040')
1689413988572|74|statement|connection 13|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = ?)|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = '281140137984')
1689413988650|76|statement|connection 13|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status FROM dy_truck_type WHERE id=? |SELECT id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status FROM dy_truck_type WHERE id='347502415872' 
1689413988702|50|statement|connection 13|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = ?)|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = '1786949799936')
1689414079875|109|statement|connection 14|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT COUNT(1) FROM dy_truck WHERE (status = ?)|SELECT COUNT(1) FROM dy_truck WHERE (status = 1)
1689414079925|49|statement|connection 14|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,fleet_id,brand,license_plate,allowable_load,allowable_volume,status  FROM dy_truck     WHERE (status = ?) ORDER BY id DESC LIMIT ?,?|SELECT  id,truck_type_id,fleet_id,brand,license_plate,allowable_load,allowable_volume,status  FROM dy_truck     WHERE (status = 1) ORDER BY id DESC LIMIT 0,10
1689414079991|65|statement|connection 14|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status FROM dy_truck_type WHERE id=? |SELECT id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status FROM dy_truck_type WHERE id='8567713304576' 
1689414080042|49|statement|connection 14|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = ?)|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = '970796961792')
1689414080118|74|statement|connection 14|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status FROM dy_truck_type WHERE id=? |SELECT id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status FROM dy_truck_type WHERE id='8356106473472' 
1689414080194|74|statement|connection 14|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = ?)|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = '555237904384')
1689414080249|53|statement|connection 14|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = ?)|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = '447268130816')
1689414080318|66|statement|connection 14|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = ?)|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = '3075444183040')
1689414080380|60|statement|connection 14|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = ?)|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = '281140137984')
1689414080431|49|statement|connection 14|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status FROM dy_truck_type WHERE id=? |SELECT id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status FROM dy_truck_type WHERE id='347502415872' 
1689414080503|69|statement|connection 14|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = ?)|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = '1786949799936')
1689414080731|49|statement|connection 15|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT COUNT(1) FROM dy_truck_type WHERE (status = ?)|SELECT COUNT(1) FROM dy_truck_type WHERE (status = 1)
1689414080801|69|statement|connection 15|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status  FROM dy_truck_type     WHERE (status = ?) LIMIT ?,?|SELECT  id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status  FROM dy_truck_type     WHERE (status = 1) LIMIT 0,10
1689414080852|49|statement|connection 15|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (truck_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (truck_type_id = '347502415872')
1689414080925|70|statement|connection 15|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (truck_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (truck_type_id = '8356106473472')
1689414080987|60|statement|connection 15|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (truck_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (truck_type_id = '8567713304576')
1689414189760|111|statement|connection 0|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,rule_key,content,version,last_modify_time,create_time  FROM rule     WHERE (rule_key = ?)|SELECT  id,rule_key,content,version,last_modify_time,create_time  FROM rule     WHERE (rule_key = 'tms')
1689414191654|58|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_oms?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1689414206436|60|statement|connection 1|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1689414235437|43|statement|connection 1|url jdbc:mysql://121.5.25.174:3307/dy_work?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|/* ping */ SELECT 1|/* ping */ SELECT 1
1689414246009|118|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_work?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT COUNT(1) FROM dy_task_pickup_dispatch|SELECT COUNT(1) FROM dy_task_pickup_dispatch
1689414246074|47|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_work?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,order_id,task_type,status,sign_status,agency_id,courier_id,estimated_start_time,actual_start_time,estimated_end_time,actual_end_time,confirm_time,cancel_time,assigned_status,mark,create_time  FROM dy_task_pickup_dispatch           ORDER BY id DESC LIMIT ?,?|SELECT  id,order_id,task_type,status,sign_status,agency_id,courier_id,estimated_start_time,actual_start_time,estimated_end_time,actual_end_time,confirm_time,cancel_time,assigned_status,mark,create_time  FROM dy_task_pickup_dispatch           ORDER BY id DESC LIMIT 0,10
1689414246286|91|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT COUNT(1) FROM dy_agency_scope|SELECT COUNT(1) FROM dy_agency_scope
1689414246348|51|statement|connection 2|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,agency_id,area_id,muti_points  FROM dy_agency_scope LIMIT ?,?|SELECT  id,agency_id,area_id,muti_points  FROM dy_agency_scope LIMIT 0,10
1689414311590|74|statement|connection 3|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT COUNT(1) FROM dy_truck WHERE (status = ?)|SELECT COUNT(1) FROM dy_truck WHERE (status = 1)
1689414311590|74|statement|connection 4|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT COUNT(1) FROM dy_truck_type WHERE (status = ?)|SELECT COUNT(1) FROM dy_truck_type WHERE (status = 1)
1689414311640|47|statement|connection 4|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status  FROM dy_truck_type     WHERE (status = ?) LIMIT ?,?|SELECT  id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status  FROM dy_truck_type     WHERE (status = 1) LIMIT 0,10
1689414311645|49|statement|connection 3|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,fleet_id,brand,license_plate,allowable_load,allowable_volume,status  FROM dy_truck     WHERE (status = ?) ORDER BY id DESC LIMIT ?,?|SELECT  id,truck_type_id,fleet_id,brand,license_plate,allowable_load,allowable_volume,status  FROM dy_truck     WHERE (status = 1) ORDER BY id DESC LIMIT 0,10
1689414311708|51|statement|connection 4|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (truck_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (truck_type_id = '347502415872')
1689414311716|59|statement|connection 3|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status FROM dy_truck_type WHERE id=? |SELECT id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status FROM dy_truck_type WHERE id='8567713304576' 
1689414311759|48|statement|connection 4|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (truck_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (truck_type_id = '8356106473472')
1689414311777|50|statement|connection 3|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = ?)|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = '970796961792')
1689414311812|49|statement|connection 4|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (truck_type_id = ?)|SELECT  id,truck_type_id,goods_type_id  FROM dy_truck_type_goods_type     WHERE (truck_type_id = '8567713304576')
1689414311831|51|statement|connection 3|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status FROM dy_truck_type WHERE id=? |SELECT id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status FROM dy_truck_type WHERE id='8356106473472' 
1689414311884|49|statement|connection 3|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = ?)|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = '555237904384')
1689414311937|49|statement|connection 3|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = ?)|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = '447268130816')
1689414311989|48|statement|connection 3|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = ?)|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = '3075444183040')
1689414312041|50|statement|connection 3|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = ?)|SELECT  id,truck_id,transport_trips_id,user_id  FROM dy_transport_trips_truck_driver     WHERE (truck_id = '281140137984')
1689414312091|49|statement|connection 3|url jdbc:mysql://121.5.25.174:3307/dy_base?serverTimezone=UTC&characterEncoding=utf8&useUnicode=true&useSSL=false&autoReconnect=true&zeroDateTimeBehavior=convertToNull&allowMultiQueries=true|SELECT id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status FROM dy_truck_type WHERE id=? |SELECT id,name,allowable_load,allowable_volume,measure_long,measure_width,measure_high,status FROM dy_truck_type WHERE id='347502415872' 
